contig	coverage
CBS_107.13T_metscf_6593	0
CBS_107.13T_metscf_796	13.5739696312364
CBS_107.13T_metscf_5921	16.1230769230769
CBS_107.13T_metscf_1883	53.4624145785877
CBS_107.13T_metscf_543	12.4752111641572
CBS_107.13T_metscf_6772	0
CBS_107.13T_metscf_2865	9.78453038674033
CBS_107.13T_metscf_5150	0
CBS_107.13T_metscf_6939	0
CBS_107.13T_metscf_6639	0
CBS_107.13T_metscf_4924	0
CBS_107.13T_metscf_6142	2.98387096774194
CBS_107.13T_metscf_3608	3.83928571428571
CBS_107.13T_metscf_1563	11.4937304075235
CBS_107.13T_metscf_4967	66.0987654320988
CBS_107.13T_metscf_730	10.7708270676692
CBS_107.13T_metscf_5161	0
CBS_107.13T_metscf_588	13.3050914094751
CBS_107.13T_metscf_6985	1
CBS_107.13T_metscf_6722	0
CBS_107.13T_metscf_3925	93.462962962963
CBS_107.13T_metscf_3687	0
CBS_107.13T_metscf_236	13.0220610405709
CBS_107.13T_metscf_4512	0
CBS_107.13T_metscf_545	13.4331940992968
CBS_107.13T_metscf_1909	56.3867924528302
CBS_107.13T_metscf_5772	0
CBS_107.13T_metscf_1330	73.7790697674419
CBS_107.13T_metscf_6138	0.758064516129032
CBS_107.13T_metscf_1801	13.020618556701
CBS_107.13T_metscf_2357	226.094890510949
CBS_107.13T_metscf_2236	37.8273615635179
CBS_107.13T_metscf_7055	0
CBS_107.13T_metscf_3210	7.65277777777778
CBS_107.13T_metscf_5430	0
CBS_107.13T_metscf_4873	4.18072289156626
CBS_107.13T_metscf_6594	0
CBS_107.13T_metscf_1833	5.00426439232409
CBS_107.13T_metscf_5752	0.880597014925373
CBS_107.13T_metscf_3389	10.3543307086614
CBS_107.13T_metscf_17	12.8272248277459
CBS_107.13T_metscf_6008	0
CBS_107.13T_metscf_5621	0
CBS_107.13T_metscf_5082	0
CBS_107.13T_metscf_5695	0
CBS_107.13T_metscf_3391	10.6850393700787
CBS_107.13T_metscf_6400	0
CBS_107.13T_metscf_2664	15.3441860465116
