contig	coverage
CBS_441.59-_metscf_1890	11.6549520766773
CBS_441.59-_metscf_6053	0
CBS_441.59-_metscf_1977	37.3180987202925
CBS_441.59-_metscf_4174	0
CBS_441.59-_metscf_2515	6.51882845188284
CBS_441.59-_metscf_144	23.5433160346983
CBS_441.59-_metscf_3085	10.5955882352941
CBS_441.59-_metscf_4619	0
CBS_441.59-_metscf_432	22.53568460309
CBS_441.59-_metscf_3960	5.83653846153846
CBS_441.59-_metscf_2144	7.18396226415094
CBS_441.59-_metscf_1117	225.020123336579
CBS_441.59-_metscf_3536	2.90825688073395
CBS_441.59-_metscf_1092	40.9232175502742
CBS_441.59-_metscf_6004	0.785714285714286
CBS_441.59-_metscf_4575	0.936708860759494
CBS_441.59-_metscf_2592	14.7252252252252
CBS_441.59-_metscf_3825	2
CBS_441.59-_metscf_2047	10.395537525355
CBS_441.59-_metscf_5128	1
CBS_441.59-_metscf_4239	3
CBS_441.59-_metscf_439	8.31038969487997
CBS_441.59-_metscf_1433	16.1910688140556
CBS_441.59-_metscf_3704	4.96261682242991
CBS_441.59-_metscf_3835	3.9811320754717
CBS_441.59-_metscf_6032	0
CBS_441.59-_metscf_557	553.208337109198
CBS_441.59-_metscf_1602	40.7615621788284
CBS_441.59-_metscf_5283	5.40322580645161
CBS_441.59-_metscf_4743	1.08108108108108
CBS_441.59-_metscf_3581	1.43119266055046
CBS_441.59-_metscf_4034	8.56862745098039
CBS_441.59-_metscf_4461	0
CBS_441.59-_metscf_4677	0
CBS_441.59-_metscf_1054	26.2450037009623
CBS_441.59-_metscf_5860	0
CBS_441.59-_metscf_1883	22.6015873015873
CBS_441.59-_metscf_4190	3
CBS_441.59-_metscf_3486	3
CBS_441.59-_metscf_3555	7.46788990825688
CBS_441.59-_metscf_536	23.8672622296269
CBS_441.59-_metscf_1544	17.7576036866359
CBS_441.59-_metscf_5107	3.68181818181818
CBS_441.59-_metscf_4791	0.555555555555556
CBS_441.59-_metscf_2879	2.26875
CBS_441.59-_metscf_794	22.2176658494911
CBS_441.59-_metscf_3216	1.968
CBS_441.59-_metscf_5302	1.46774193548387
CBS_441.59-_metscf_4059	0
CBS_441.59-_metscf_2588	2.67410714285714
CBS_441.59-_metscf_5623	0.53448275862069
