contig	coverage
NRRL_1377_metscf_2046	1.12903225806452
NRRL_1377_metscf_1987	14.0634920634921
NRRL_1377_metscf_967	1.71487603305785
NRRL_1377_metscf_385	69.236599535244
NRRL_1377_metscf_1501	2.71428571428571
NRRL_1377_metscf_1828	10.9705882352941
NRRL_1377_metscf_1221	33.1454545454545
NRRL_1377_metscf_110	74.5634907540201
NRRL_1377_metscf_2541	0.929824561403509
NRRL_1377_metscf_2722	0.982142857142857
NRRL_1377_metscf_803	84.656699889258
NRRL_1377_metscf_1573	5.125
NRRL_1377_metscf_307	72.444291855744
NRRL_1377_metscf_2936	0.625
NRRL_1377_metscf_45	70.3359477896728
NRRL_1377_metscf_2372	5.10344827586207
NRRL_1377_metscf_2843	1
NRRL_1377_metscf_161	75.3772704882704
NRRL_1377_metscf_2040	3.96774193548387
NRRL_1377_metscf_668	63.4343635759389
NRRL_1377_metscf_1360	262.020202020202
NRRL_1377_metscf_2508	0
NRRL_1377_metscf_2605	1.59649122807018
NRRL_1377_metscf_1606	0.782051282051282
NRRL_1377_metscf_1098	87.7134146341463
NRRL_1377_metscf_2159	0
NRRL_1377_metscf_2108	1.22950819672131
NRRL_1377_metscf_1153	38.8188976377953
NRRL_1377_metscf_2098	0
NRRL_1377_metscf_1241	20.4587155963303
NRRL_1377_metscf_1802	4.31884057971014
NRRL_1377_metscf_2976	0
NRRL_1377_metscf_2577	0
NRRL_1377_metscf_2220	0
NRRL_1377_metscf_2175	0
NRRL_1377_metscf_1483	21.6235294117647
NRRL_1377_metscf_2600	0
NRRL_1377_metscf_2558	0
NRRL_1377_metscf_541	71.3145644973592
NRRL_1377_metscf_1450	38.367816091954
NRRL_1377_metscf_1234	19.4403669724771
NRRL_1377_metscf_1154	120.472440944882
NRRL_1377_metscf_2353	0.76271186440678
NRRL_1377_metscf_1761	11.9
NRRL_1377_metscf_136	72.3400616924192
NRRL_1377_metscf_2167	2.68852459016393
NRRL_1377_metscf_1045	1.27102803738318
NRRL_1377_metscf_2312	0
NRRL_1377_metscf_2498	0.824561403508772
NRRL_1377_metscf_2339	4.16949152542373
NRRL_1377_metscf_564	63.9478390461997
NRRL_1377_metscf_2585	3.6140350877193
